Measurement Title,Measurement Description,Measurement Type,Measurement Medium,Measurement Time,Measurement Value,Units,Units Abbreviation,Measurement Period Type,Data Stream ID,Resource ID,Measurement ID,Record ID,Latitude,Longitude,Location
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/23/2018 01:04:13 AM,557,millivolts,mV,Instantaneous,33305,65515,2518778373469999999,333052518778373469999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/23/2018 01:03:12 AM,991,millivolts,mV,Instantaneous,33303,65513,2518778374079999999,333032518778374079999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/23/2018 01:03:12 AM,542,millivolts,mV,Instantaneous,33305,65515,2518778374079999999,333052518778374079999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/23/2018 01:02:10 AM,991,millivolts,mV,Instantaneous,33303,65513,2518778374699999999,333032518778374699999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/23/2018 01:02:10 AM,448,millivolts,mV,Instantaneous,33305,65515,2518778374699999999,333052518778374699999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/23/2018 01:01:08 AM,991,millivolts,mV,Instantaneous,33303,65513,2518778375319999999,333032518778375319999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/23/2018 01:01:08 AM,402,millivolts,mV,Instantaneous,33305,65515,2518778375319999999,333052518778375319999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/23/2018 01:00:06 AM,991,millivolts,mV,Instantaneous,33303,65513,2518778375939999999,333032518778375939999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/23/2018 01:00:06 AM,466,millivolts,mV,Instantaneous,33305,65515,2518778375939999999,333052518778375939999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale NWS Quantitative Precipitation Forecast,,TimeWindowBoundary,NA,04/23/2018 01:00:00 AM,0,universal coordinated time,UTC,Instantaneous,33265,65142,2518778375999999999,332652518778375999999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/23/2018 12:59:03 AM,991,millivolts,mV,Instantaneous,33303,65513,2518778376569999999,333032518778376569999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/23/2018 12:59:03 AM,418,millivolts,mV,Instantaneous,33305,65515,2518778376569999999,333052518778376569999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/23/2018 12:58:01 AM,991,millivolts,mV,Instantaneous,33303,65513,2518778377189999999,333032518778377189999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/23/2018 12:58:01 AM,487,millivolts,mV,Instantaneous,33305,65515,2518778377189999999,333052518778377189999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/23/2018 12:56:58 AM,991,millivolts,mV,Instantaneous,33303,65513,2518778377819999999,333032518778377819999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/23/2018 12:56:58 AM,437,millivolts,mV,Instantaneous,33305,65515,2518778377819999999,333052518778377819999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/23/2018 12:55:55 AM,991,millivolts,mV,Instantaneous,33303,65513,2518778378449999999,333032518778378449999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/23/2018 12:55:55 AM,465,millivolts,mV,Instantaneous,33305,65515,2518778378449999999,333052518778378449999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/23/2018 12:54:53 AM,991,millivolts,mV,Instantaneous,33303,65513,2518778379069999999,333032518778379069999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/23/2018 12:54:53 AM,496,millivolts,mV,Instantaneous,33305,65515,2518778379069999999,333052518778379069999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/23/2018 12:53:49 AM,991,millivolts,mV,Instantaneous,33303,65513,2518778379709999999,333032518778379709999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/23/2018 12:53:49 AM,484,millivolts,mV,Instantaneous,33305,65515,2518778379709999999,333052518778379709999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/23/2018 12:52:46 AM,991,millivolts,mV,Instantaneous,33303,65513,2518778380339999999,333032518778380339999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/23/2018 12:52:46 AM,519,millivolts,mV,Instantaneous,33305,65515,2518778380339999999,333052518778380339999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/23/2018 12:51:43 AM,991,millivolts,mV,Instantaneous,33303,65513,2518778380969999999,333032518778380969999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/23/2018 12:51:43 AM,506,millivolts,mV,Instantaneous,33305,65515,2518778380969999999,333052518778380969999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/23/2018 12:50:40 AM,991,millivolts,mV,Instantaneous,33303,65513,2518778381599999999,333032518778381599999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/23/2018 12:50:40 AM,537,millivolts,mV,Instantaneous,33305,65515,2518778381599999999,333052518778381599999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/23/2018 12:49:39 AM,991,millivolts,mV,Instantaneous,33303,65513,2518778382209999999,333032518778382209999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/23/2018 12:49:39 AM,407,millivolts,mV,Instantaneous,33305,65515,2518778382209999999,333052518778382209999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/23/2018 12:48:37 AM,991,millivolts,mV,Instantaneous,33303,65513,2518778382829999999,333032518778382829999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/23/2018 12:48:37 AM,467,millivolts,mV,Instantaneous,33305,65515,2518778382829999999,333052518778382829999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/23/2018 12:47:34 AM,991,millivolts,mV,Instantaneous,33303,65513,2518778383459999999,333032518778383459999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/23/2018 12:47:34 AM,416,millivolts,mV,Instantaneous,33305,65515,2518778383459999999,333052518778383459999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/23/2018 12:46:33 AM,992,millivolts,mV,Instantaneous,33303,65513,2518778384069999999,333032518778384069999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/23/2018 12:46:33 AM,405,millivolts,mV,Instantaneous,33305,65515,2518778384069999999,333052518778384069999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/23/2018 12:45:30 AM,991,millivolts,mV,Instantaneous,33303,65513,2518778384699999999,333032518778384699999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/23/2018 12:45:30 AM,463,millivolts,mV,Instantaneous,33305,65515,2518778384699999999,333052518778384699999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/23/2018 12:44:27 AM,991,millivolts,mV,Instantaneous,33303,65513,2518778385329999999,333032518778385329999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/23/2018 12:44:27 AM,490,millivolts,mV,Instantaneous,33305,65515,2518778385329999999,333052518778385329999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/23/2018 12:43:24 AM,991,millivolts,mV,Instantaneous,33303,65513,2518778385959999999,333032518778385959999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/23/2018 12:43:24 AM,519,millivolts,mV,Instantaneous,33305,65515,2518778385959999999,333052518778385959999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/23/2018 12:42:23 AM,991,millivolts,mV,Instantaneous,33303,65513,2518778386569999999,333032518778386569999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/23/2018 12:42:23 AM,549,millivolts,mV,Instantaneous,33305,65515,2518778386569999999,333052518778386569999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/23/2018 12:41:21 AM,991,millivolts,mV,Instantaneous,33303,65513,2518778387189999999,333032518778387189999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/23/2018 12:41:21 AM,411,millivolts,mV,Instantaneous,33305,65515,2518778387189999999,333052518778387189999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/23/2018 12:40:19 AM,991,millivolts,mV,Instantaneous,33303,65513,2518778387809999999,333032518778387809999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/23/2018 12:40:19 AM,469,millivolts,mV,Instantaneous,33305,65515,2518778387809999999,333052518778387809999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/23/2018 12:39:17 AM,991,millivolts,mV,Instantaneous,33303,65513,2518778388429999999,333032518778388429999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/23/2018 12:39:17 AM,496,millivolts,mV,Instantaneous,33305,65515,2518778388429999999,333052518778388429999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/23/2018 12:38:14 AM,991,millivolts,mV,Instantaneous,33303,65513,2518778389059999999,333032518778389059999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/23/2018 12:38:14 AM,440,millivolts,mV,Instantaneous,33305,65515,2518778389059999999,333052518778389059999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/23/2018 12:37:12 AM,991,millivolts,mV,Instantaneous,33303,65513,2518778389679999999,333032518778389679999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/23/2018 12:37:12 AM,426,millivolts,mV,Instantaneous,33305,65515,2518778389679999999,333052518778389679999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/23/2018 12:36:10 AM,991,millivolts,mV,Instantaneous,33303,65513,2518778390299999999,333032518778390299999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/23/2018 12:36:10 AM,531,millivolts,mV,Instantaneous,33305,65515,2518778390299999999,333052518778390299999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/23/2018 12:35:07 AM,991,millivolts,mV,Instantaneous,33303,65513,2518778390929999999,333032518778390929999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/23/2018 12:35:07 AM,471,millivolts,mV,Instantaneous,33305,65515,2518778390929999999,333052518778390929999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/23/2018 12:34:04 AM,991,millivolts,mV,Instantaneous,33303,65513,2518778391559999999,333032518778391559999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/23/2018 12:34:04 AM,542,millivolts,mV,Instantaneous,33305,65515,2518778391559999999,333052518778391559999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/23/2018 12:33:02 AM,991,millivolts,mV,Instantaneous,33303,65513,2518778392179999999,333032518778392179999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/23/2018 12:33:02 AM,408,millivolts,mV,Instantaneous,33305,65515,2518778392179999999,333052518778392179999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/23/2018 12:32:01 AM,991,millivolts,mV,Instantaneous,33303,65513,2518778392789999999,333032518778392789999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/23/2018 12:32:01 AM,507,millivolts,mV,Instantaneous,33305,65515,2518778392789999999,333052518778392789999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/23/2018 12:30:58 AM,991,millivolts,mV,Instantaneous,33303,65513,2518778393419999999,333032518778393419999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/23/2018 12:30:58 AM,412,millivolts,mV,Instantaneous,33305,65515,2518778393419999999,333052518778393419999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/23/2018 12:29:56 AM,991,millivolts,mV,Instantaneous,33303,65513,2518778394039999999,333032518778394039999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/23/2018 12:29:56 AM,435,millivolts,mV,Instantaneous,33305,65515,2518778394039999999,333052518778394039999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/23/2018 12:28:55 AM,993,millivolts,mV,Instantaneous,33303,65513,2518778394649999999,333032518778394649999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/23/2018 12:28:55 AM,496,millivolts,mV,Instantaneous,33305,65515,2518778394649999999,333052518778394649999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/23/2018 12:27:53 AM,991,millivolts,mV,Instantaneous,33303,65513,2518778395269999999,333032518778395269999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/23/2018 12:27:53 AM,518,millivolts,mV,Instantaneous,33305,65515,2518778395269999999,333052518778395269999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/23/2018 12:26:50 AM,991,millivolts,mV,Instantaneous,33303,65513,2518778395899999999,333032518778395899999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/23/2018 12:26:50 AM,501,millivolts,mV,Instantaneous,33305,65515,2518778395899999999,333052518778395899999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/23/2018 12:25:47 AM,991,millivolts,mV,Instantaneous,33303,65513,2518778396529999999,333032518778396529999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/23/2018 12:25:47 AM,528,millivolts,mV,Instantaneous,33305,65515,2518778396529999999,333052518778396529999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/23/2018 12:24:44 AM,991,millivolts,mV,Instantaneous,33303,65513,2518778397159999999,333032518778397159999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/23/2018 12:24:44 AM,432,millivolts,mV,Instantaneous,33305,65515,2518778397159999999,333052518778397159999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/23/2018 12:23:42 AM,991,millivolts,mV,Instantaneous,33303,65513,2518778397779999999,333032518778397779999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/23/2018 12:23:42 AM,456,millivolts,mV,Instantaneous,33305,65515,2518778397779999999,333052518778397779999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/23/2018 12:22:39 AM,991,millivolts,mV,Instantaneous,33303,65513,2518778398409999999,333032518778398409999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/23/2018 12:22:39 AM,404,millivolts,mV,Instantaneous,33305,65515,2518778398409999999,333052518778398409999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/23/2018 12:21:36 AM,991,millivolts,mV,Instantaneous,33303,65513,2518778399039999999,333032518778399039999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/23/2018 12:21:36 AM,426,millivolts,mV,Instantaneous,33305,65515,2518778399039999999,333052518778399039999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/23/2018 12:20:33 AM,991,millivolts,mV,Instantaneous,33303,65513,2518778399669999999,333032518778399669999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/23/2018 12:20:33 AM,449,millivolts,mV,Instantaneous,33305,65515,2518778399669999999,333052518778399669999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/23/2018 12:19:30 AM,991,millivolts,mV,Instantaneous,33303,65513,2518778400299999999,333032518778400299999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/23/2018 12:19:30 AM,401,millivolts,mV,Instantaneous,33305,65515,2518778400299999999,333052518778400299999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/23/2018 12:18:29 AM,993,millivolts,mV,Instantaneous,33303,65513,2518778400909999999,333032518778400909999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/23/2018 12:18:29 AM,545,millivolts,mV,Instantaneous,33305,65515,2518778400909999999,333052518778400909999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/23/2018 12:17:26 AM,991,millivolts,mV,Instantaneous,33303,65513,2518778401539999999,333032518778401539999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/23/2018 12:17:26 AM,443,millivolts,mV,Instantaneous,33305,65515,2518778401539999999,333052518778401539999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/23/2018 12:16:24 AM,991,millivolts,mV,Instantaneous,33303,65513,2518778402159999999,333032518778402159999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/23/2018 12:16:24 AM,428,millivolts,mV,Instantaneous,33305,65515,2518778402159999999,333052518778402159999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/23/2018 12:15:22 AM,991,millivolts,mV,Instantaneous,33303,65513,2518778402779999999,333032518778402779999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/23/2018 12:15:22 AM,413,millivolts,mV,Instantaneous,33305,65515,2518778402779999999,333052518778402779999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/23/2018 12:14:20 AM,991,millivolts,mV,Instantaneous,33303,65513,2518778403399999999,333032518778403399999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/23/2018 12:14:20 AM,513,millivolts,mV,Instantaneous,33305,65515,2518778403399999999,333052518778403399999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
