Measurement Title,Measurement Description,Measurement Type,Measurement Medium,Measurement Time,Measurement Value,Units,Units Abbreviation,Measurement Period Type,Data Stream ID,Resource ID,Measurement ID,Record ID,Latitude,Longitude,Location
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/23/2018 12:13:18 AM,991,millivolts,mV,Instantaneous,33303,65513,2518778404019999999,333032518778404019999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/23/2018 12:13:18 AM,455,millivolts,mV,Instantaneous,33305,65515,2518778404019999999,333052518778404019999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/23/2018 12:12:16 AM,991,millivolts,mV,Instantaneous,33303,65513,2518778404639999999,333032518778404639999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/23/2018 12:12:16 AM,439,millivolts,mV,Instantaneous,33305,65515,2518778404639999999,333052518778404639999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/23/2018 12:11:14 AM,991,millivolts,mV,Instantaneous,33303,65513,2518778405259999999,333032518778405259999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/23/2018 12:11:14 AM,500,millivolts,mV,Instantaneous,33305,65515,2518778405259999999,333052518778405259999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/23/2018 12:10:12 AM,991,millivolts,mV,Instantaneous,33303,65513,2518778405879999999,333032518778405879999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/23/2018 12:10:12 AM,406,millivolts,mV,Instantaneous,33305,65515,2518778405879999999,333052518778405879999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/23/2018 12:09:10 AM,991,millivolts,mV,Instantaneous,33303,65513,2518778406499999999,333032518778406499999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/23/2018 12:09:10 AM,463,millivolts,mV,Instantaneous,33305,65515,2518778406499999999,333052518778406499999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/23/2018 12:08:07 AM,991,millivolts,mV,Instantaneous,33303,65513,2518778407129999999,333032518778407129999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/23/2018 12:08:07 AM,487,millivolts,mV,Instantaneous,33305,65515,2518778407129999999,333052518778407129999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/23/2018 12:07:05 AM,991,millivolts,mV,Instantaneous,33303,65513,2518778407749999999,333032518778407749999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/23/2018 12:07:05 AM,512,millivolts,mV,Instantaneous,33305,65515,2518778407749999999,333052518778407749999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/23/2018 12:06:02 AM,991,millivolts,mV,Instantaneous,33303,65513,2518778408379999999,333032518778408379999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/23/2018 12:06:02 AM,416,millivolts,mV,Instantaneous,33305,65515,2518778408379999999,333052518778408379999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/23/2018 12:04:59 AM,991,millivolts,mV,Instantaneous,33303,65513,2518778409009999999,333032518778409009999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/23/2018 12:04:59 AM,476,millivolts,mV,Instantaneous,33305,65515,2518778409009999999,333052518778409009999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/23/2018 12:03:57 AM,991,millivolts,mV,Instantaneous,33303,65513,2518778409629999999,333032518778409629999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/23/2018 12:03:57 AM,501,millivolts,mV,Instantaneous,33305,65515,2518778409629999999,333052518778409629999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/23/2018 12:02:54 AM,991,millivolts,mV,Instantaneous,33303,65513,2518778410259999999,333032518778410259999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/23/2018 12:02:54 AM,483,millivolts,mV,Instantaneous,33305,65515,2518778410259999999,333052518778410259999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/23/2018 12:01:52 AM,991,millivolts,mV,Instantaneous,33303,65513,2518778410879999999,333032518778410879999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/23/2018 12:01:52 AM,553,millivolts,mV,Instantaneous,33305,65515,2518778410879999999,333052518778410879999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/23/2018 12:00:51 AM,993,millivolts,mV,Instantaneous,33303,65513,2518778411489999999,333032518778411489999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/23/2018 12:00:51 AM,450,millivolts,mV,Instantaneous,33305,65515,2518778411489999999,333052518778411489999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/22/2018 11:59:49 PM,991,millivolts,mV,Instantaneous,33303,65513,2518778412109999999,333032518778412109999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/22/2018 11:59:49 PM,510,millivolts,mV,Instantaneous,33305,65515,2518778412109999999,333052518778412109999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/22/2018 11:58:47 PM,991,millivolts,mV,Instantaneous,33303,65513,2518778412729999999,333032518778412729999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/22/2018 11:58:47 PM,413,millivolts,mV,Instantaneous,33305,65515,2518778412729999999,333052518778412729999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/22/2018 11:57:44 PM,991,millivolts,mV,Instantaneous,33303,65513,2518778413359999999,333032518778413359999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/22/2018 11:57:44 PM,398,millivolts,mV,Instantaneous,33305,65515,2518778413359999999,333052518778413359999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/22/2018 11:56:41 PM,991,millivolts,mV,Instantaneous,33303,65513,2518778413989999999,333032518778413989999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/22/2018 11:56:41 PM,537,millivolts,mV,Instantaneous,33305,65515,2518778413989999999,333052518778413989999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/22/2018 11:55:40 PM,991,millivolts,mV,Instantaneous,33303,65513,2518778414599999999,333032518778414599999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/22/2018 11:55:40 PM,402,millivolts,mV,Instantaneous,33305,65515,2518778414599999999,333052518778414599999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/22/2018 11:54:39 PM,991,millivolts,mV,Instantaneous,33303,65513,2518778415209999999,333032518778415209999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/22/2018 11:54:39 PM,419,millivolts,mV,Instantaneous,33305,65515,2518778415209999999,333052518778415209999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/22/2018 11:53:36 PM,991,millivolts,mV,Instantaneous,33303,65513,2518778415839999999,333032518778415839999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/22/2018 11:53:36 PM,436,millivolts,mV,Instantaneous,33305,65515,2518778415839999999,333052518778415839999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/22/2018 11:52:34 PM,991,millivolts,mV,Instantaneous,33303,65513,2518778416459999999,333032518778416459999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/22/2018 11:52:34 PM,419,millivolts,mV,Instantaneous,33305,65515,2518778416459999999,333052518778416459999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/22/2018 11:51:32 PM,991,millivolts,mV,Instantaneous,33303,65513,2518778417079999999,333032518778417079999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/22/2018 11:51:32 PM,403,millivolts,mV,Instantaneous,33305,65515,2518778417079999999,333052518778417079999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/22/2018 11:50:30 PM,991,millivolts,mV,Instantaneous,33303,65513,2518778417699999999,333032518778417699999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/22/2018 11:50:30 PM,543,millivolts,mV,Instantaneous,33305,65515,2518778417699999999,333052518778417699999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/22/2018 11:49:28 PM,991,millivolts,mV,Instantaneous,33303,65513,2518778418319999999,333032518778418319999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/22/2018 11:49:28 PM,439,millivolts,mV,Instantaneous,33305,65515,2518778418319999999,333052518778418319999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/22/2018 11:48:26 PM,991,millivolts,mV,Instantaneous,33303,65513,2518778418939999999,333032518778418939999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/22/2018 11:48:26 PM,497,millivolts,mV,Instantaneous,33305,65515,2518778418939999999,333052518778418939999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/22/2018 11:47:23 PM,991,millivolts,mV,Instantaneous,33303,65513,2518778419569999999,333032518778419569999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/22/2018 11:47:23 PM,478,millivolts,mV,Instantaneous,33305,65515,2518778419569999999,333052518778419569999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/22/2018 11:46:21 PM,991,millivolts,mV,Instantaneous,33303,65513,2518778420189999999,333032518778420189999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/22/2018 11:46:21 PM,500,millivolts,mV,Instantaneous,33305,65515,2518778420189999999,333052518778420189999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/22/2018 11:45:19 PM,991,millivolts,mV,Instantaneous,33303,65513,2518778420809999999,333032518778420809999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/22/2018 11:45:19 PM,480,millivolts,mV,Instantaneous,33305,65515,2518778420809999999,333052518778420809999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/22/2018 11:44:17 PM,991,millivolts,mV,Instantaneous,33303,65513,2518778421429999999,333032518778421429999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/22/2018 11:44:17 PM,461,millivolts,mV,Instantaneous,33305,65515,2518778421429999999,333052518778421429999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/22/2018 11:43:16 PM,993,millivolts,mV,Instantaneous,33303,65513,2518778422039999999,333032518778422039999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/22/2018 11:43:16 PM,480,millivolts,mV,Instantaneous,33305,65515,2518778422039999999,333052518778422039999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/22/2018 11:42:13 PM,992,millivolts,mV,Instantaneous,33303,65513,2518778422669999999,333032518778422669999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/22/2018 11:42:13 PM,456,millivolts,mV,Instantaneous,33305,65515,2518778422669999999,333052518778422669999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/22/2018 11:41:10 PM,991,millivolts,mV,Instantaneous,33303,65513,2518778423299999999,333032518778423299999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/22/2018 11:41:10 PM,520,millivolts,mV,Instantaneous,33305,65515,2518778423299999999,333052518778423299999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/22/2018 11:40:08 PM,991,millivolts,mV,Instantaneous,33303,65513,2518778423919999999,333032518778423919999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/22/2018 11:40:08 PM,423,millivolts,mV,Instantaneous,33305,65515,2518778423919999999,333052518778423919999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/22/2018 11:39:06 PM,991,millivolts,mV,Instantaneous,33303,65513,2518778424539999999,333032518778424539999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/22/2018 11:39:06 PM,522,millivolts,mV,Instantaneous,33305,65515,2518778424539999999,333052518778424539999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/22/2018 11:38:04 PM,991,millivolts,mV,Instantaneous,33303,65513,2518778425159999999,333032518778425159999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/22/2018 11:38:04 PM,500,millivolts,mV,Instantaneous,33305,65515,2518778425159999999,333052518778425159999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/22/2018 11:37:00 PM,991,millivolts,mV,Instantaneous,33303,65513,2518778425799999999,333032518778425799999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/22/2018 11:37:00 PM,440,millivolts,mV,Instantaneous,33305,65515,2518778425799999999,333052518778425799999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/22/2018 11:35:58 PM,991,millivolts,mV,Instantaneous,33303,65513,2518778426419999999,333032518778426419999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/22/2018 11:35:58 PM,547,millivolts,mV,Instantaneous,33305,65515,2518778426419999999,333052518778426419999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/22/2018 11:34:56 PM,991,millivolts,mV,Instantaneous,33303,65513,2518778427039999999,333032518778427039999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/22/2018 11:34:56 PM,524,millivolts,mV,Instantaneous,33305,65515,2518778427039999999,333052518778427039999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/22/2018 11:33:53 PM,992,millivolts,mV,Instantaneous,33303,65513,2518778427669999999,333032518778427669999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/22/2018 11:33:53 PM,423,millivolts,mV,Instantaneous,33305,65515,2518778427669999999,333052518778427669999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/22/2018 11:32:52 PM,992,millivolts,mV,Instantaneous,33303,65513,2518778428279999999,333032518778428279999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/22/2018 11:32:52 PM,441,millivolts,mV,Instantaneous,33305,65515,2518778428279999999,333052518778428279999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/22/2018 11:31:49 PM,991,millivolts,mV,Instantaneous,33303,65513,2518778428909999999,333032518778428909999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
