Beach Name,Measurement Timestamp,Water Temperature,Turbidity,Transducer Depth,Wave Height,Wave Period,Battery Life,Measurement Timestamp Label,Measurement ID
Montrose Beach,06/01/2014 05:00:00 AM,15.3,0.62,1.399,0.162,3.0,11.7,6/1/2014 5:00 AM,MontroseBeach201406010500
Calumet Beach,06/01/2014 06:00:00 AM,17.7,1.5,1.4709999999999999,0.172,3.0,11.6,6/1/2014 6:00 AM,CalumetBeach201406010600
Montrose Beach,06/01/2014 06:00:00 AM,15.1,0.54,1.385,0.154,3.0,11.7,6/1/2014 6:00 AM,MontroseBeach201406010600
Calumet Beach,06/01/2014 07:00:00 AM,17.7,1.44,1.4480000000000002,0.16899999999999998,3.0,11.6,6/1/2014 7:00 AM,CalumetBeach201406010700
Montrose Beach,06/01/2014 07:00:00 AM,15.1,0.49,1.381,0.152,6.0,11.7,6/1/2014 7:00 AM,MontroseBeach201406010700
Calumet Beach,06/01/2014 08:00:00 AM,17.8,1.38,1.4180000000000001,0.168,3.0,11.6,6/1/2014 8:00 AM,CalumetBeach201406010800
Montrose Beach,06/01/2014 08:00:00 AM,15.2,0.43,1.3619999999999999,0.151,3.0,11.7,6/1/2014 8:00 AM,MontroseBeach201406010800
Calumet Beach,06/01/2014 09:00:00 AM,18.0,1.39,1.466,0.151,3.0,11.6,6/1/2014 9:00 AM,CalumetBeach201406010900
Montrose Beach,06/01/2014 09:00:00 AM,15.3,0.36,1.391,0.16,3.0,11.7,6/1/2014 9:00 AM,MontroseBeach201406010900
Montrose Beach,06/01/2014 10:00:00 AM,15.6,0.33,1.358,0.163,3.0,11.7,6/1/2014 10:00 AM,MontroseBeach201406011000
Calumet Beach,06/01/2014 10:00:00 AM,18.2,1.43,1.446,0.127,3.0,11.6,6/1/2014 10:00 AM,CalumetBeach201406011000
Montrose Beach,06/01/2014 11:00:00 AM,15.8,0.33,1.3619999999999999,0.175,3.0,11.7,6/1/2014 11:00 AM,MontroseBeach201406011100
Calumet Beach,06/01/2014 11:00:00 AM,18.2,1.34,1.443,0.126,3.0,11.6,6/1/2014 11:00 AM,CalumetBeach201406011100
Montrose Beach,06/01/2014 12:00:00 PM,16.0,0.4,1.364,0.155,3.0,11.7,6/1/2014 12:00 PM,MontroseBeach201406011200
Calumet Beach,06/01/2014 12:00:00 PM,18.5,1.31,1.462,0.12300000000000001,2.0,11.6,6/1/2014 12:00 PM,CalumetBeach201406011200
Montrose Beach,06/01/2014 01:00:00 PM,16.2,0.35,1.3630000000000002,0.156,3.0,11.7,6/1/2014 1:00 PM,MontroseBeach201406011300
Calumet Beach,06/01/2014 01:00:00 PM,18.8,1.29,1.403,0.11699999999999999,6.0,11.6,6/1/2014 1:00 PM,CalumetBeach201406011300
Montrose Beach,06/01/2014 02:00:00 PM,16.3,0.32,1.359,0.138,3.0,11.7,6/1/2014 2:00 PM,MontroseBeach201406011400
Calumet Beach,06/01/2014 02:00:00 PM,18.9,1.27,1.449,0.11900000000000001,3.0,11.6,6/1/2014 2:00 PM,CalumetBeach201406011400
Montrose Beach,06/01/2014 03:00:00 PM,16.3,0.36,1.321,0.165,3.0,11.7,6/1/2014 3:00 PM,MontroseBeach201406011500
Calumet Beach,06/01/2014 03:00:00 PM,18.8,1.19,1.419,0.113,3.0,11.6,6/1/2014 3:00 PM,CalumetBeach201406011500
Montrose Beach,06/01/2014 04:00:00 PM,16.3,0.43,1.319,0.145,2.0,11.7,6/1/2014 4:00 PM,MontroseBeach201406011600
Calumet Beach,06/01/2014 04:00:00 PM,19.1,1.31,1.409,0.122,2.0,11.6,6/1/2014 4:00 PM,CalumetBeach201406011600
Montrose Beach,06/01/2014 05:00:00 PM,16.3,0.49,1.328,0.179,4.0,11.7,6/1/2014 5:00 PM,MontroseBeach201406011700
Calumet Beach,06/01/2014 05:00:00 PM,19.2,1.44,1.392,0.115,2.0,11.6,6/1/2014 5:00 PM,CalumetBeach201406011700
Calumet Beach,06/01/2014 06:00:00 PM,18.7,1.25,1.423,0.109,9.0,11.6,6/1/2014 6:00 PM,CalumetBeach201406011800
Montrose Beach,06/01/2014 06:00:00 PM,16.4,0.5,1.3090000000000002,0.12,7.0,11.7,6/1/2014 6:00 PM,MontroseBeach201406011800
Calumet Beach,06/01/2014 07:00:00 PM,18.3,1.12,1.4280000000000002,0.139,2.0,11.6,6/1/2014 7:00 PM,CalumetBeach201406011900
Montrose Beach,06/01/2014 07:00:00 PM,16.2,0.53,1.327,0.12300000000000001,6.0,11.7,6/1/2014 7:00 PM,MontroseBeach201406011900
Calumet Beach,06/01/2014 08:00:00 PM,18.3,1.14,1.412,0.133,2.0,11.6,6/1/2014 8:00 PM,CalumetBeach201406012000
Montrose Beach,06/01/2014 08:00:00 PM,16.1,0.55,1.349,0.106,5.0,11.7,6/1/2014 8:00 PM,MontroseBeach201406012000
Calumet Beach,06/01/2014 09:00:00 PM,18.3,1.11,1.39,0.10300000000000001,2.0,11.6,6/1/2014 9:00 PM,CalumetBeach201406012100
Montrose Beach,06/01/2014 09:00:00 PM,16.2,0.55,1.315,0.11599999999999999,3.0,11.7,6/1/2014 9:00 PM,MontroseBeach201406012100
Calumet Beach,06/01/2014 10:00:00 PM,18.1,1.06,1.386,0.095,3.0,11.6,6/1/2014 10:00 PM,CalumetBeach201406012200
Montrose Beach,06/01/2014 10:00:00 PM,16.3,0.44,1.327,0.111,3.0,11.7,6/1/2014 10:00 PM,MontroseBeach201406012200
Calumet Beach,06/01/2014 11:00:00 PM,18.1,1.07,1.4280000000000002,0.128,2.0,11.6,6/1/2014 11:00 PM,CalumetBeach201406012300
Montrose Beach,06/01/2014 11:00:00 PM,16.4,0.43,1.2790000000000001,0.107,9.0,11.7,6/1/2014 11:00 PM,MontroseBeach201406012300
Montrose Beach,06/02/2014 12:00:00 AM,16.1,0.44,1.365,0.11,7.0,11.7,6/2/2014 12:00 AM,MontroseBeach201406022400
Calumet Beach,06/02/2014 12:00:00 AM,18.1,1.07,1.3659999999999999,0.136,2.0,11.6,6/2/2014 12:00 AM,CalumetBeach201406022400
Calumet Beach,06/02/2014 01:00:00 AM,18.0,1.03,1.37,0.127,2.0,11.6,6/2/2014 1:00 AM,CalumetBeach201406020100
Montrose Beach,06/02/2014 01:00:00 AM,16.2,0.44,1.2570000000000001,0.105,3.0,11.7,6/2/2014 1:00 AM,MontroseBeach201406020100
Calumet Beach,06/02/2014 02:00:00 AM,18.0,1.04,1.314,0.111,2.0,11.6,6/2/2014 2:00 AM,CalumetBeach201406020200
Montrose Beach,06/02/2014 02:00:00 AM,16.1,0.43,1.2429999999999999,0.105,3.0,11.7,6/2/2014 2:00 AM,MontroseBeach201406020200
Calumet Beach,06/02/2014 03:00:00 AM,18.0,1.06,1.3330000000000002,0.10300000000000001,2.0,11.6,6/2/2014 3:00 AM,CalumetBeach201406020300
Montrose Beach,06/02/2014 03:00:00 AM,16.2,0.44,1.248,0.098,3.0,11.7,6/2/2014 3:00 AM,MontroseBeach201406020300
Calumet Beach,06/02/2014 04:00:00 AM,17.9,1.02,1.429,0.102,2.0,11.6,6/2/2014 4:00 AM,CalumetBeach201406020400
Montrose Beach,06/02/2014 04:00:00 AM,16.3,0.42,1.311,0.10800000000000001,4.0,11.7,6/2/2014 4:00 AM,MontroseBeach201406020400
Calumet Beach,06/02/2014 05:00:00 AM,17.8,1.0,1.3019999999999998,0.098,2.0,11.6,6/2/2014 5:00 AM,CalumetBeach201406020500
Montrose Beach,06/02/2014 05:00:00 AM,16.3,0.48,1.3230000000000002,0.10099999999999999,4.0,11.7,6/2/2014 5:00 AM,MontroseBeach201406020500
Calumet Beach,06/02/2014 06:00:00 AM,17.8,0.96,1.402,0.111,2.0,11.6,6/2/2014 6:00 AM,CalumetBeach201406020600
Montrose Beach,06/02/2014 06:00:00 AM,16.4,0.39,1.3880000000000001,0.099,3.0,11.7,6/2/2014 6:00 AM,MontroseBeach201406020600
Calumet Beach,06/02/2014 07:00:00 AM,18.0,0.99,1.36,0.126,2.0,11.6,6/2/2014 7:00 AM,CalumetBeach201406020700
Montrose Beach,06/02/2014 07:00:00 AM,16.4,0.42,1.285,0.098,3.0,11.7,6/2/2014 7:00 AM,MontroseBeach201406020700
Calumet Beach,06/02/2014 08:00:00 AM,18.1,0.98,1.3659999999999999,0.127,2.0,11.5,6/2/2014 8:00 AM,CalumetBeach201406020800
Montrose Beach,06/02/2014 08:00:00 AM,16.1,0.36,1.228,0.095,4.0,11.7,6/2/2014 8:00 AM,MontroseBeach201406020800
Calumet Beach,06/02/2014 09:00:00 AM,18.2,1.01,1.27,0.128,3.0,11.5,06/02/2014 9:00 AM,CalumetBeach201406020900
Montrose Beach,06/02/2014 09:00:00 AM,16.2,0.42,1.273,0.106,3.0,11.7,06/02/2014 9:00 AM,MontroseBeach201406020900
Calumet Beach,06/02/2014 10:00:00 AM,18.2,0.99,1.255,0.131,3.0,11.5,06/02/2014 10:00 AM,CalumetBeach201406021000
Montrose Beach,06/02/2014 10:00:00 AM,16.6,0.39,1.181,0.11800000000000001,4.0,11.7,06/02/2014 10:00 AM,MontroseBeach201406021000
Calumet Beach,06/02/2014 11:00:00 AM,18.3,0.97,1.291,0.114,2.0,11.5,06/02/2014 11:00 AM,CalumetBeach201406021100
Montrose Beach,06/02/2014 11:00:00 AM,16.5,0.37,1.1840000000000002,0.11800000000000001,3.0,11.7,06/02/2014 11:00 AM,MontroseBeach201406021100
Calumet Beach,06/02/2014 12:00:00 PM,18.4,0.96,1.274,0.111,3.0,11.5,06/02/2014 12:00 PM,CalumetBeach201406021200
Montrose Beach,06/02/2014 12:00:00 PM,16.8,0.36,1.205,0.122,4.0,11.7,06/02/2014 12:00 PM,MontroseBeach201406021200
Calumet Beach,06/02/2014 01:00:00 PM,18.5,0.92,1.276,0.113,3.0,11.5,06/02/2014 1:00 PM,CalumetBeach201406021300
Montrose Beach,06/02/2014 01:00:00 PM,17.7,0.39,1.186,0.113,4.0,11.7,06/02/2014 1:00 PM,MontroseBeach201406021300
Calumet Beach,06/02/2014 02:00:00 PM,18.7,0.94,1.365,0.084,2.0,11.5,06/02/2014 2:00 PM,CalumetBeach201406021400
Montrose Beach,06/02/2014 02:00:00 PM,17.9,0.6,1.2590000000000001,0.102,4.0,11.7,06/02/2014 2:00 PM,MontroseBeach201406021400
Calumet Beach,06/02/2014 03:00:00 PM,18.8,0.92,1.32,0.081,3.0,11.5,06/02/2014 3:00 PM,CalumetBeach201406021500
Montrose Beach,06/02/2014 03:00:00 PM,17.4,0.38,1.2819999999999998,0.106,4.0,11.7,06/02/2014 3:00 PM,MontroseBeach201406021500
Calumet Beach,06/02/2014 04:00:00 PM,18.7,0.84,1.3630000000000002,0.092,3.0,11.5,06/02/2014 4:00 PM,CalumetBeach201406021600
Montrose Beach,06/02/2014 04:00:00 PM,17.3,0.35,1.272,0.10300000000000001,10.0,11.7,06/02/2014 4:00 PM,MontroseBeach201406021600
Calumet Beach,06/02/2014 05:00:00 PM,18.4,0.79,1.3219999999999998,0.102,2.0,11.5,06/02/2014 5:00 PM,CalumetBeach201406021700
Montrose Beach,06/02/2014 05:00:00 PM,17.3,0.3,1.272,0.10099999999999999,3.0,11.7,06/02/2014 5:00 PM,MontroseBeach201406021700
Calumet Beach,06/02/2014 06:00:00 PM,18.4,0.76,1.328,0.091,4.0,11.5,06/02/2014 6:00 PM,CalumetBeach201406021800
Montrose Beach,06/02/2014 06:00:00 PM,17.2,0.29,1.308,0.11599999999999999,7.0,11.7,06/02/2014 6:00 PM,MontroseBeach201406021800
Calumet Beach,06/02/2014 07:00:00 PM,18.5,0.77,1.3359999999999999,0.078,3.0,11.5,06/02/2014 7:00 PM,CalumetBeach201406021900
Montrose Beach,06/02/2014 07:00:00 PM,17.0,0.29,1.25,0.106,6.0,11.7,06/02/2014 7:00 PM,MontroseBeach201406021900
Calumet Beach,06/02/2014 08:00:00 PM,18.3,0.75,1.3719999999999999,0.08199999999999999,2.0,11.5,06/02/2014 8:00 PM,CalumetBeach201406022000
Montrose Beach,06/02/2014 08:00:00 PM,16.8,0.31,1.3159999999999998,0.12300000000000001,4.0,11.7,06/02/2014 8:00 PM,MontroseBeach201406022000
Calumet Beach,06/02/2014 09:00:00 PM,18.2,0.92,1.364,0.087,2.0,11.5,06/02/2014 9:00 PM,CalumetBeach201406022100
Montrose Beach,06/02/2014 09:00:00 PM,16.9,0.33,1.242,0.106,4.0,11.7,06/02/2014 9:00 PM,MontroseBeach201406022100
Calumet Beach,06/02/2014 10:00:00 PM,18.1,0.87,1.3519999999999999,0.087,3.0,11.5,06/02/2014 10:00 PM,CalumetBeach201406022200
Montrose Beach,06/02/2014 10:00:00 PM,16.8,0.34,1.3319999999999999,0.099,3.0,11.7,06/02/2014 10:00 PM,MontroseBeach201406022200
Calumet Beach,06/02/2014 11:00:00 PM,18.0,0.81,1.306,0.073,3.0,11.5,06/02/2014 11:00 PM,CalumetBeach201406022300
Montrose Beach,06/02/2014 11:00:00 PM,16.5,0.3,1.208,0.09699999999999999,3.0,11.7,06/02/2014 11:00 PM,MontroseBeach201406022300
Calumet Beach,06/03/2014 12:00:00 AM,17.9,0.86,1.3090000000000002,0.065,8.0,11.5,06/03/2014 12:00 AM,CalumetBeach201406032400
Montrose Beach,06/03/2014 12:00:00 AM,16.3,0.31,1.2409999999999999,0.096,8.0,11.7,06/03/2014 12:00 AM,MontroseBeach201406032400
Calumet Beach,06/03/2014 01:00:00 AM,17.8,1.06,1.298,0.07400000000000001,3.0,11.5,06/03/2014 1:00 AM,CalumetBeach201406030100
Montrose Beach,06/03/2014 01:00:00 AM,16.1,0.31,1.192,0.092,4.0,11.7,06/03/2014 1:00 AM,MontroseBeach201406030100
Calumet Beach,06/03/2014 02:00:00 AM,17.7,0.9,1.2890000000000001,0.076,2.0,11.5,06/03/2014 2:00 AM,CalumetBeach201406030200
Montrose Beach,06/03/2014 02:00:00 AM,16.0,0.27,1.3,0.087,5.0,11.7,06/03/2014 2:00 AM,MontroseBeach201406030200
Calumet Beach,06/03/2014 03:00:00 AM,17.6,0.86,1.395,0.064,3.0,11.5,06/03/2014 3:00 AM,CalumetBeach201406030300
Montrose Beach,06/03/2014 03:00:00 AM,16.1,0.29,1.28,0.083,5.0,11.7,06/03/2014 3:00 AM,MontroseBeach201406030300
Calumet Beach,06/03/2014 04:00:00 AM,17.6,0.89,1.367,0.06,3.0,11.5,06/03/2014 4:00 AM,CalumetBeach201406030400
Montrose Beach,06/03/2014 04:00:00 AM,15.8,0.27,1.2429999999999999,0.08199999999999999,5.0,11.7,06/03/2014 4:00 AM,MontroseBeach201406030400
Calumet Beach,06/03/2014 06:00:00 AM,17.4,0.87,1.433,0.052000000000000005,4.0,11.5,06/03/2014 6:00 AM,CalumetBeach201406030600
Calumet Beach,06/03/2014 05:00:00 AM,17.5,0.91,1.3,0.062,3.0,11.5,06/03/2014 5:00 AM,CalumetBeach201406030500
Montrose Beach,06/03/2014 05:00:00 AM,15.7,0.28,1.216,0.079,5.0,11.7,06/03/2014 5:00 AM,MontroseBeach201406030500
Ohio Street Beach,09/03/2013 03:00:00 AM,21.9,4.97,1.0390000000000001,0.24100000000000002,7.0,9.4,09/03/2013 3:00 AM,OhioStreetBeach201309030300
Montrose Beach,06/03/2014 06:00:00 AM,15.6,0.28,1.291,0.086,7.0,11.7,06/03/2014 6:00 AM,MontroseBeach201406030600
Calumet Beach,06/03/2014 07:00:00 AM,17.4,0.81,1.386,0.073,3.0,11.5,06/03/2014 7:00 AM,CalumetBeach201406030700
Montrose Beach,06/03/2014 07:00:00 AM,15.6,0.25,1.287,0.08800000000000001,4.0,11.7,06/03/2014 7:00 AM,MontroseBeach201406030700
Calumet Beach,06/03/2014 08:00:00 AM,17.6,0.79,1.3319999999999999,0.071,4.0,11.5,06/03/2014 8:00 AM,CalumetBeach201406030800
Montrose Beach,06/03/2014 08:00:00 AM,15.6,0.25,1.29,0.11699999999999999,2.0,11.7,06/03/2014 8:00 AM,MontroseBeach201406030800
Calumet Beach,06/03/2014 10:00:00 AM,17.9,0.96,1.358,0.094,3.0,11.5,06/03/2014 10:00 AM,CalumetBeach201406031000
Montrose Beach,06/03/2014 10:00:00 AM,15.6,0.26,1.28,0.168,3.0,11.7,06/03/2014 10:00 AM,MontroseBeach201406031000
Calumet Beach,06/03/2014 11:00:00 AM,18.2,0.92,1.402,0.096,3.0,11.5,06/03/2014 11:00 AM,CalumetBeach201406031100
Montrose Beach,06/03/2014 11:00:00 AM,15.7,0.24,1.3090000000000002,0.18100000000000002,2.0,11.6,06/03/2014 11:00 AM,MontroseBeach201406031100
Calumet Beach,06/03/2014 12:00:00 PM,18.4,0.88,1.395,0.115,3.0,11.5,06/03/2014 12:00 PM,CalumetBeach201406031200
Montrose Beach,06/03/2014 12:00:00 PM,15.9,0.21,1.255,0.192,2.0,11.7,06/03/2014 12:00 PM,MontroseBeach201406031200
Calumet Beach,06/03/2014 01:00:00 PM,18.6,1.05,1.453,0.11900000000000001,3.0,11.5,06/03/2014 1:00 PM,CalumetBeach201406031300
Montrose Beach,06/03/2014 01:00:00 PM,16.2,0.19,1.34,0.21,3.0,11.6,06/03/2014 1:00 PM,MontroseBeach201406031300
Calumet Beach,06/03/2014 02:00:00 PM,18.6,0.88,1.3840000000000001,0.124,3.0,11.5,06/03/2014 2:00 PM,CalumetBeach201406031400
Montrose Beach,06/03/2014 02:00:00 PM,16.5,0.18,1.307,0.17,2.0,11.6,06/03/2014 2:00 PM,MontroseBeach201406031400
Calumet Beach,06/03/2014 03:00:00 PM,19.0,0.83,1.371,0.11699999999999999,3.0,11.5,06/03/2014 3:00 PM,CalumetBeach201406031500
Montrose Beach,06/03/2014 03:00:00 PM,17.0,0.15,1.308,0.17300000000000001,3.0,11.6,06/03/2014 3:00 PM,MontroseBeach201406031500
Calumet Beach,06/03/2014 04:00:00 PM,20.5,0.79,1.419,0.131,3.0,11.5,06/03/2014 4:00 PM,CalumetBeach201406031600
Montrose Beach,06/03/2014 04:00:00 PM,19.7,1.41,1.291,0.15,3.0,11.6,06/03/2014 4:00 PM,MontroseBeach201406031600
Calumet Beach,06/03/2014 05:00:00 PM,20.3,0.84,1.4040000000000001,0.124,3.0,11.5,06/03/2014 5:00 PM,CalumetBeach201406031700
Montrose Beach,06/03/2014 05:00:00 PM,17.7,0.43,1.2570000000000001,0.131,3.0,11.6,06/03/2014 5:00 PM,MontroseBeach201406031700
Calumet Beach,06/03/2014 06:00:00 PM,19.8,0.77,1.3230000000000002,0.122,2.0,11.5,06/03/2014 6:00 PM,CalumetBeach201406031800
Montrose Beach,06/03/2014 06:00:00 PM,16.9,0.25,1.329,0.134,7.0,11.6,06/03/2014 6:00 PM,MontroseBeach201406031800
Calumet Beach,06/03/2014 07:00:00 PM,20.0,0.83,1.371,0.114,3.0,11.5,06/03/2014 7:00 PM,CalumetBeach201406031900
Montrose Beach,06/03/2014 07:00:00 PM,16.4,0.2,1.317,0.136,4.0,11.6,06/03/2014 7:00 PM,MontroseBeach201406031900
Calumet Beach,06/03/2014 08:00:00 PM,20.2,0.89,1.358,0.10400000000000001,3.0,11.5,06/03/2014 8:00 PM,CalumetBeach201406032000
Montrose Beach,06/03/2014 08:00:00 PM,16.3,0.2,1.287,0.17,4.0,11.6,06/03/2014 8:00 PM,MontroseBeach201406032000
Calumet Beach,06/03/2014 09:00:00 PM,20.2,0.86,1.374,0.11699999999999999,2.0,11.5,06/03/2014 9:00 PM,CalumetBeach201406032100
Montrose Beach,06/03/2014 09:00:00 PM,16.2,0.21,1.2790000000000001,0.106,3.0,11.6,06/03/2014 9:00 PM,MontroseBeach201406032100
Calumet Beach,06/03/2014 10:00:00 PM,20.0,0.88,1.369,0.092,3.0,11.5,06/03/2014 10:00 PM,CalumetBeach201406032200
Montrose Beach,06/03/2014 10:00:00 PM,16.1,0.19,1.266,0.12300000000000001,4.0,11.6,06/03/2014 10:00 PM,MontroseBeach201406032200
Calumet Beach,06/04/2014 07:00:00 AM,18.6,0.92,1.368,0.207,2.0,11.5,06/04/2014 7:00 AM,CalumetBeach201406040700
Montrose Beach,06/04/2014 07:00:00 AM,15.7,0.21,1.296,0.11900000000000001,4.0,11.6,06/04/2014 7:00 AM,MontroseBeach201406040700
Calumet Beach,06/03/2014 11:00:00 PM,19.9,0.87,1.413,0.10300000000000001,2.0,11.5,06/03/2014 11:00 PM,CalumetBeach201406032300
Montrose Beach,06/03/2014 11:00:00 PM,16.0,0.24,1.239,0.09300000000000001,3.0,11.6,06/03/2014 11:00 PM,MontroseBeach201406032300
Calumet Beach,06/04/2014 12:00:00 AM,19.7,0.89,1.337,0.094,2.0,11.5,06/04/2014 12:00 AM,CalumetBeach201406042400
Montrose Beach,06/04/2014 12:00:00 AM,16.0,0.19,1.245,0.1,8.0,11.6,06/04/2014 12:00 AM,MontroseBeach201406042400
Calumet Beach,06/04/2014 01:00:00 AM,19.4,0.76,1.3730000000000002,0.092,2.0,11.5,06/04/2014 1:00 AM,CalumetBeach201406040100
Montrose Beach,06/04/2014 01:00:00 AM,16.0,0.27,1.331,0.09699999999999999,3.0,11.6,06/04/2014 1:00 AM,MontroseBeach201406040100
Calumet Beach,06/04/2014 02:00:00 AM,19.2,0.74,1.389,0.107,2.0,11.5,06/04/2014 2:00 AM,CalumetBeach201406040200
Montrose Beach,06/04/2014 02:00:00 AM,16.0,0.27,1.2790000000000001,0.102,5.0,11.6,06/04/2014 2:00 AM,MontroseBeach201406040200
Calumet Beach,06/04/2014 03:00:00 AM,19.1,0.75,1.3840000000000001,0.129,2.0,11.5,06/04/2014 3:00 AM,CalumetBeach201406040300
Montrose Beach,06/04/2014 03:00:00 AM,15.9,0.26,1.28,0.102,4.0,11.6,06/04/2014 3:00 AM,MontroseBeach201406040300
Calumet Beach,06/04/2014 04:00:00 AM,19.0,0.77,1.375,0.128,2.0,11.5,06/04/2014 4:00 AM,CalumetBeach201406040400
Montrose Beach,06/04/2014 04:00:00 AM,15.8,0.29,1.3159999999999998,0.1,4.0,11.6,06/04/2014 4:00 AM,MontroseBeach201406040400
Calumet Beach,06/04/2014 05:00:00 AM,18.9,0.83,1.3840000000000001,0.155,2.0,11.5,06/04/2014 5:00 AM,CalumetBeach201406040500
Montrose Beach,06/04/2014 05:00:00 AM,15.8,0.3,1.321,0.105,3.0,11.6,06/04/2014 5:00 AM,MontroseBeach201406040500
Calumet Beach,06/04/2014 06:00:00 AM,18.9,0.9,1.392,0.14400000000000002,2.0,11.5,06/04/2014 6:00 AM,CalumetBeach201406040600
Montrose Beach,06/04/2014 06:00:00 AM,15.7,0.22,1.338,0.109,3.0,11.6,06/04/2014 6:00 AM,MontroseBeach201406040600
Calumet Beach,06/04/2014 08:00:00 AM,18.5,1.37,1.3840000000000001,0.235,3.0,11.5,06/04/2014 8:00 AM,CalumetBeach201406040800
Montrose Beach,06/04/2014 08:00:00 AM,15.7,0.21,1.311,0.15,2.0,11.6,06/04/2014 8:00 AM,MontroseBeach201406040800
Calumet Beach,06/04/2014 09:00:00 AM,18.5,1.52,1.406,0.21600000000000003,3.0,11.5,06/04/2014 9:00 AM,CalumetBeach201406040900
Montrose Beach,06/04/2014 09:00:00 AM,15.7,0.17,1.305,0.157,2.0,11.6,06/04/2014 9:00 AM,MontroseBeach201406040900
Calumet Beach,06/04/2014 10:00:00 AM,18.4,1.83,1.389,0.2,3.0,11.5,06/04/2014 10:00 AM,CalumetBeach201406041000
Montrose Beach,06/04/2014 10:00:00 AM,15.7,0.19,1.3130000000000002,0.165,3.0,11.6,06/04/2014 10:00 AM,MontroseBeach201406041000
Calumet Beach,06/04/2014 11:00:00 AM,18.4,1.96,1.379,0.245,3.0,11.5,06/04/2014 11:00 AM,CalumetBeach201406041100
Montrose Beach,06/04/2014 11:00:00 AM,15.7,0.22,1.3330000000000002,0.247,2.0,11.6,06/04/2014 11:00 AM,MontroseBeach201406041100
Calumet Beach,06/04/2014 12:00:00 PM,18.4,2.0,1.409,0.262,3.0,11.5,06/04/2014 12:00 PM,CalumetBeach201406041200
Montrose Beach,06/04/2014 12:00:00 PM,15.7,0.63,1.29,0.317,3.0,11.6,06/04/2014 12:00 PM,MontroseBeach201406041200
Calumet Beach,06/04/2014 01:00:00 PM,18.4,2.04,1.415,0.285,4.0,11.5,06/04/2014 1:00 PM,CalumetBeach201406041300
Montrose Beach,06/04/2014 01:00:00 PM,15.8,2.47,1.273,0.358,3.0,11.6,06/04/2014 1:00 PM,MontroseBeach201406041300
Calumet Beach,06/04/2014 02:00:00 PM,18.4,2.69,1.3419999999999999,0.27,4.0,11.4,06/04/2014 2:00 PM,CalumetBeach201406041400
Montrose Beach,06/04/2014 02:00:00 PM,15.8,2.38,1.3769999999999998,0.35100000000000003,3.0,11.6,06/04/2014 2:00 PM,MontroseBeach201406041400
Calumet Beach,06/04/2014 03:00:00 PM,18.3,2.62,1.3980000000000001,0.271,4.0,11.4,06/04/2014 3:00 PM,CalumetBeach201406041500
Montrose Beach,06/04/2014 03:00:00 PM,16.0,3.51,1.31,0.32299999999999995,3.0,11.6,06/04/2014 3:00 PM,MontroseBeach201406041500
Calumet Beach,06/04/2014 05:00:00 PM,18.4,2.9,1.436,0.23600000000000002,4.0,11.4,06/04/2014 5:00 PM,CalumetBeach201406041700
Montrose Beach,06/04/2014 05:00:00 PM,16.2,2.7,1.3719999999999999,0.315,3.0,11.6,06/04/2014 5:00 PM,MontroseBeach201406041700
Calumet Beach,06/04/2014 06:00:00 PM,18.6,3.69,1.429,0.23399999999999999,4.0,11.4,06/04/2014 6:00 PM,CalumetBeach201406041800
Montrose Beach,06/04/2014 06:00:00 PM,16.2,3.15,1.3619999999999999,0.294,3.0,11.6,06/04/2014 6:00 PM,MontroseBeach201406041800
Calumet Beach,06/04/2014 07:00:00 PM,18.6,3.47,1.516,0.22,4.0,11.4,06/04/2014 7:00 PM,CalumetBeach201406041900
Montrose Beach,06/04/2014 07:00:00 PM,16.2,4.13,1.357,0.317,3.0,11.6,06/04/2014 7:00 PM,MontroseBeach201406041900
Calumet Beach,06/04/2014 08:00:00 PM,18.6,4.65,1.391,0.193,4.0,11.4,06/04/2014 8:00 PM,CalumetBeach201406042000
Montrose Beach,06/04/2014 08:00:00 PM,16.2,4.02,1.386,0.31,3.0,11.6,06/04/2014 8:00 PM,MontroseBeach201406042000
Calumet Beach,06/04/2014 09:00:00 PM,18.4,4.25,1.376,0.195,3.0,11.4,06/04/2014 9:00 PM,CalumetBeach201406042100
Montrose Beach,06/04/2014 09:00:00 PM,16.1,3.78,1.361,0.304,3.0,11.6,06/04/2014 9:00 PM,MontroseBeach201406042100
Calumet Beach,06/04/2014 10:00:00 PM,18.3,4.36,1.4280000000000002,0.207,4.0,11.4,06/04/2014 10:00 PM,CalumetBeach201406042200
Montrose Beach,06/04/2014 10:00:00 PM,16.1,3.63,1.337,0.287,3.0,11.6,06/04/2014 10:00 PM,MontroseBeach201406042200
Calumet Beach,06/04/2014 11:00:00 PM,18.2,3.9,1.374,0.215,4.0,11.4,06/04/2014 11:00 PM,CalumetBeach201406042300
Montrose Beach,06/04/2014 11:00:00 PM,16.1,3.99,1.354,0.28300000000000003,3.0,11.6,06/04/2014 11:00 PM,MontroseBeach201406042300
Calumet Beach,06/05/2014 12:00:00 AM,18.1,3.72,1.419,0.221,4.0,11.4,06/05/2014 12:00 AM,CalumetBeach201406052400
Montrose Beach,06/05/2014 12:00:00 AM,16.0,2.85,1.358,0.254,3.0,11.6,06/05/2014 12:00 AM,MontroseBeach201406052400
Calumet Beach,06/05/2014 01:00:00 AM,18.0,2.41,1.412,0.204,4.0,11.4,06/05/2014 1:00 AM,CalumetBeach201406050100
